taxa	scientific_name	rank
Podosira	Podosira C.G.Ehrenberg, 1840	GENUS
Podosira stelliger	Podosira stelliger (J.W.Bailey) A.Mann, 1907	SPECIES
Proschkinia	Proschkinia N.I.Karayeva, 1978	GENUS
Proschkinia bulnheimii	Proschkinia bulnheimii (Grunow) Karayeva, 1978	SPECIES
Proschkinia bulnheimii var. belgica	Proschkinia bulnheimii (Grunow) Karayeva, 1978	SPECIES
Proschkinia bulnheimii var. bulnheimii	Proschkinia bulnheimii (Grunow) Karayeva, 1978	SPECIES
Proschkinia complanata	Proschkinia complanata (Grunow) D.G.Mann, 1990	SPECIES
Proschkinia complanatoides	Proschkinia complanatoides (Hustedt ex Simonsen) D.G.Mann, 1990	SPECIES
Proschkinia complanatula	Proschkinia complanatula (Hust ex Simonsen) Mann, 1990	SPECIES
Psammothidium	Psammothidium L.Bukhtiyarova & F.E.Round, 1996	GENUS
Psammothidium acidoclinatum	Psammothidium acidoclinatum (Lange-Bertalot) Lange-Bertalot, 1999	SPECIES
Psammothidium altaicum	Psammothidium altaicum (Poretzky) L.Bukhtiyarova, 1996	SPECIES
Psammothidium bioretii	Psammothidium bioretii (Germain) L.N.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium bristolicum	Psammothidium bristolicum L.Bukhtiyarova, 1996	SPECIES
Psammothidium chlidanos	Psammothidium chlidanos (Hohn & Hellerman) Lange-Bertalot, 1999	SPECIES
Psammothidium daonense	Psammothidium daonense (Lange-Bertalot) Lange-Bertalot, 1999	SPECIES
Psammothidium didymum	Psammothidium didymum (Hustedt) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium grischunum	Psammothidium grischunum (Wuthrich) Bukhtiyarova & Round, 1996	SPECIES
Psammothidium helveticum	Psammothidium helveticum (Hustedt) L.N.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium kryophilum	Psammothidium kryophilum (Petersen) E.Reichardt, 2004	SPECIES
Psammothidium kuelbsii	Psammothidium kuelbsii (Lange-Bertalot) L.Bukhtiyarova & F.E.Round, 1996	SPECIES
Psammothidium lacus-vulcani	Psammothidium lacus-vulcani (Lange-Bertalot & Krammer) Bukhtiyarova, 1996	SPECIES
Psammothidium lauenburgianum	Psammothidium lauenburgianum (Hustedt) Bukhtiyarova & Round, 1996	SPECIES
Psammothidium levanderi	Psammothidium levanderi (Hustedt) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium marginulatum	Psammothidium marginulatum (Grunow) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium perpusillum	Psammothidium perpusillum (Østrup) Lange-Bertalot, 1999	SPECIES
Psammothidium punctulatum	Psammothidium punctulatum (Simonsen) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium rechtense	Psammothidium rechtense (L.Leclercq) Lange-Bert.	SPECIES
Psammothidium rossii	Psammothidium rossii (Hustedt) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium scoticum	Psammothidium scoticum (R.J.Flower & V.J.Jones) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium strenzkei	Psammothidium strenzkei (Hustedt) L.Bukhtiyarova, 1996	SPECIES
Psammothidium subatomoides	Psammothidium subatomoides (Hustedt) L.Bukhtiyarova & Round, 1996	SPECIES
Psammothidium ventrale	Psammothidium ventrale (Krasske) Bukht. & Round	SPECIES
Pseudofallacia tenera	Pseudofallacia tenera (Hust.) Y.Liu, J.P.Kociolek & Q.X.Wang	SPECIES
Pseudo-nitzschia	Pseudo-nitzschia H.Peragallo, 1900	GENUS
Pseudo-nitzschia delicatissima	Pseudo-nitzschia delicatissima (Cleve) Heiden, 1928	SPECIES
Pseudo-nitzschia pungens	Pseudo-nitzschia pungens (Grunow ex Cleve) G.R.Hasle, 1993	SPECIES
Pseudostaurosira	Pseudostaurosira D.M.Williams & F.E.Round, 1988	GENUS
Pseudostaurosira brevistriata	Pseudostaurosira brevistriata (Grunow) D.M.Williams & Round, 1987	SPECIES
Pseudostaurosira parasitica	Pseudostaurosira parasitica (W.Smith) Morales, 2003	SPECIES
Pseudostaurosira parasitica var. parasitica	Pseudostaurosira parasitica var. parasitica	VARIETY
Pseudostaurosira parasitica var. subconstricta	Pseudostaurosira parasitica var. subconstricta (Grunow) E.A.Morales, 2003	VARIETY
Pseudostaurosira perminuta	Pseudostaurosira perminuta (Grunow) K.Sabbe & W.Vyverman, 1995	SPECIES
Pulchella	Pulchella K.Krammer, 2000	GENUS
Pulchella minutissima	Pulchella minutissima Reichardt, 2006	SPECIES
Pulchella obsita	Pulchella obsita (Hustedt) H.Lange-Bertalot, 2004	SPECIES
Reimeria	Reimeria J.P.Kociolek & E.F.Stoermer, 1987	GENUS
Reimeria sinuata	Reimeria sinuata (Gregory) Kociolek & Stoermer, 1987	SPECIES
Reimeria sinuata var. ovata	Reimeria sinuata var. ovata (Hust.) Metzeltin & Lange-Bert.	VARIETY
Reimeria sinuata var. sinuata	Reimeria sinuata var. sinuata	VARIETY
Reimeria uniseriata	Reimeria uniseriata S.E.Sala, J.M.Guerrero & M.E.Ferrario, 1993	SPECIES
Rhabdonema minutum	Rhabdonema minutum Kützing, 1844	SPECIES
Rhaphoneis	Rhaphoneis C.G.Ehrenberg, 1844	GENUS
Rhaphoneis amphiceros	Rhaphoneis amphiceros (Ehrenberg) Ehrenberg, 1844	SPECIES
Rhizosolenia	Rhizosolenia T.Brightwell, 1858	GENUS
Rhizosolenia eriensis	Rhizosolenia eriensis (W. & G.S.West) Skabichevskii, 1960	SPECIES
Rhizosolenia eriensis var. eriensis	Rhizosolenia eriensis var. eriensis	VARIETY
Rhizosolenia eriensis var. morsa	Rhizosolenia eriensis var. morsa W.West & G.S.West	VARIETY
Rhizosolenia imbricata	Rhizosolenia imbricata Brightwell, 1858	SPECIES
Rhizosolenia longiseta	Rhizosolenia longiseta Levander, 1904	SPECIES
Rhizosolenia setigera	Rhizosolenia setigera Brightwell, 1858	SPECIES
Rhizosolenia setigera f. pungens	Rhizosolenia setigera f. pungens (Cleve-Euler) Brunel, 1962	FORM
Rhizosolenia similoides	Rhizosolenia similoides Cleve-Euler, 1951	SPECIES
Rhoicosphenia	Rhoicosphenia A.Grunow, 1860	GENUS
Rhoicosphenia abbreviata	Rhoicosphenia abbreviata (C.Agardh) Lange-Bertalot, 1980	SPECIES
Rhoicosphenia curvata	Rhoicosphenia curvata (Kützing) Grunow, 1860	SPECIES
Rhoicosphenia marina	Rhoicosphenia marina Aubert, 1894	SPECIES
Rhopalodia	Rhopalodia O.Müller, 1895	GENUS
Rhopalodia acuminata	Rhopalodia acuminata Krammer, 1987	SPECIES
Rhopalodia brebissonii	Rhopalodia brebissonii Krammer, 1987	SPECIES
Rhopalodia constricta	Rhopalodia constricta (W.Smith) Krammer, 1987	SPECIES
Rhopalodia gibba	Rhopalodia gibba (Ehrenberg) Otto Müller, 1895	SPECIES
Rhopalodia gibba var. gibba	Rhopalodia gibba var. gibba	VARIETY
Rhopalodia gibba var. parallela	Rhopalodia gibba var. parallela Héribaud	VARIETY
Rhopalodia gibberula	Rhopalodia gibberula (Ehrenberg) Otto Müller, 1895	SPECIES
Rhopalodia musculus	Rhopalodia musculus (Kützing) Otto Müller, 1900	SPECIES
Rhopalodia operculata	Rhopalodia operculata (C.Agardh) Håkanasson, 1979	SPECIES
Rhopalodia parallela	Rhopalodia parallela (Grunow) O.Müller, 1895	SPECIES
Rhopalodia rupestris	Rhopalodia rupestris (W.Smith) Krammer, 1987	SPECIES
Scoliopleura peisonis	Scoliopleura peisonis Grunow, 1860	SPECIES
Scoliotropis latestriata	Scoliotropis latestriata (Brébisson ex Kützing) Cleve, 1894	SPECIES
Sellaphora	Sellaphora C.Mereschkowsky, 1902	GENUS
Sellaphora americana	Sellaphora americana (Ehrenberg) D.G.Mann, 1989	SPECIES
Sellaphora auldreekie	Sellaphora auldreekie D.G.Mann & S.M.McDonald, 2004	SPECIES
Sellaphora bacillum	Sellaphora bacillum (Ehrenberg) D.G.Mann, 1989	SPECIES
Sellaphora blackfordensis	Sellaphora blackfordensis D.G.Mann & S.Droop, 2004	SPECIES
Sellaphora capitata	Sellaphora capitata D.G.Mann, McDonald & S.M., 2004	SPECIES
Sellaphora densestriata	Sellaphora densistriata (Lange-Bertalot & D.Metzeltin) Lange-Bertalot & D.Metzeltin, 2002	SPECIES
Sellaphora disjuncta	Sellaphora disjuncta (Hustedt) D.G.Mann, 1989	SPECIES
Sellaphora fusticulus	Sellaphora fusticulus (Østrup) Lange-Bertalot, 2000	SPECIES
Sellaphora gregoryana	Sellaphora gregoryana (Cleve & Grunow) Metzeltin & Lange-Bertalot, 1998	SPECIES
Sellaphora hustedtii	Sellaphora hustedtii (Krasske) Lange-Bertalot & Werum, 2004	SPECIES
Sellaphora joubaudii	Sellaphora joubaudii (H.Germain) M.Aboal, 2003	SPECIES
Sellaphora laevissima	Sellaphora laevissima (Kützing) Mereschkowsky.Gasse, 1986	SPECIES
Sellaphora laevissima var. laevissima	Sellaphora laevissima (Kützing) Mereschkowsky.Gasse, 1986	SPECIES
Sellaphora laevissima var. perhibita	Sellaphora laevissima (Kützing) Mereschkowsky.Gasse, 1986	SPECIES
Sellaphora lanceolata	Sellaphora lanceolata D.G.Mann & S.Droop, 2004	SPECIES
Sellaphora lange-bertalotii	Sellaphora lange-bertalotii D.Metzeltin, 2002	SPECIES
Sellaphora mutata	Sellaphora mutata (Krasske) Lange-Bertalot, 1996	SPECIES
Sellaphora mutatoides	Sellaphora mutatoides H.Lange-Bertalot & D.Metzeltin, 2002	SPECIES
Sellaphora nana	Sellaphora nana (Hustedt) Lange-Bertalot, Cavacini, Tagliaventi & Alfinito, 2003	SPECIES
Sellaphora obesa	Sellaphora obesa D.G.Mann & M.M.Bayer, 2004	SPECIES
Sellaphora parapupula	Sellaphora parapupula Lange-Bertalot, 1994	SPECIES
Sellaphora pseudopupula	Sellaphora pseudopupula (Krasske) Lange-Bertalot, 1996	SPECIES
Sellaphora pupula	Sellaphora pupula (Kützing) Mereschkovsky, 1902	SPECIES
Sellaphora pupula var. pupula	Sellaphora pupula var. pupula	VARIETY
Sellaphora rectangularis	Sellaphora rectangularis (Gregory) Lange-Bertalot & Metzeltin, 1996	SPECIES
Sellaphora seminulum	Sellaphora seminulum (Grunow) D.G.Mann, 1989	SPECIES
Sellaphora stroemii	Sellaphora stroemii (Hustedt) H.Kobayasi, 2002	SPECIES
Sellaphora ventraloconfusa	Sellaphora ventraloconfusa (Lange-Bertalot) D.Metzeltin & Lange-Bertalot, 1998	SPECIES
Sellaphora verecundiae	Sellaphora verecundiae Lange-Bertalot, 1994	SPECIES
Sieminskia	Sieminskia D.Metzeltin & H.Lange-Bertalot, 1998	GENUS
Sieminskia wohlenbergii	Sieminskia wohlenbergii (Brockmann) D.Metzeltin & Lange-Bertalot, 1998	SPECIES
Sieminskia zeta	Sieminskia zeta (Cleve) D.Metzeltin & Lange-Bertalot, 1998	SPECIES
Simonsenia delognei	Simonsenia delognei (Grunow) Lange-Bertalot, 1979	SPECIES
Skeletonema	Skeletonema R.K.Greville, 1865	GENUS
Skeletonema costatum	Skeletonema costatum (Greville) Cleve, 1873	SPECIES
Skeletonema potamos	Skeletonema potamos (C.I.Weber) Hasle, 1976	SPECIES
Skeletonema subsalsum	Skeletonema subsalsum (Cleve-Euler) Bethge, 1928	SPECIES
Stauroforma exiguiformis	Stauroforma exiguiformis (Lange-Bertalot) R.J.Flower, V.J.Jones & F.E.Round, 1996	SPECIES
Stauroneis	Stauroneis C.G.Ehrenberg, 1843	GENUS
Stauroneis acidobionta	Stauroneis acidobionta H.Lange-Bertalot & U.Wydrzycka, 2001	SPECIES
Stauroneis acidoclinata	Stauroneis acidoclinata Lange-Bertalot & Werum, 2004	SPECIES
Stauroneis acuta	Stauroneis acuta W.Smith, 1853	SPECIES
Stauroneis aerophila	Stauroneis aerophila J.B.Petersen, 1915	SPECIES
Stauroneis agrestis	Stauroneis agrestis J.B.Petersen, 1915	SPECIES
Stauroneis alpina	Stauroneis alpina Hustedt	SPECIES
Stauroneis amphicephala	Stauroneis amphicephala Kützing, 1844	SPECIES
Stauroneis anceps	Stauroneis anceps Ehrenberg, 1843	SPECIES
Stauroneis anceps f. gracilis	Stauroneis anceps f. gracilis Rabenhorst, 1864	FORM
Stauroneis anceps var. anceps	Stauroneis anceps var. anceps	VARIETY
Stauroneis anceps var. hyalina	Stauroneis anceps var. hyalina Perag. & Brun, 1893	VARIETY
Stauroneis anceps var. siberica	Stauroneis anceps var. siberica Grunow, 1880	VARIETY
Stauroneis balatonis	Stauroneis balatonis Pantocsek, 1902	SPECIES
Stauroneis borrichii	Stauroneis borrichii (J.B.Petersen) J.W.G.Lund, 1946	SPECIES
Stauroneis brevis	Stauroneis brevis (Dippel) Metzeltin & Lange-Bertalot, 1998	SPECIES
Stauroneis dilatata	Stauroneis dilatata Ehrenberg, 1843	SPECIES
Stauroneis fridericiana	Stauroneis fridericiana Lange-Bertalot, 2004	SPECIES
Stauroneis gracilior	Stauroneis gracilior Reichardt, 1995	SPECIES
Stauroneis gracilis	Stauroneis gracilis Ehrenberg, 1843	SPECIES
Stauroneis gracillima	Stauroneis gracillima Hustedt, 1943	SPECIES
Stauroneis hyperborea	Stauroneis hyperborea H.Lange-Bertalot & K.Krammer, 1999	SPECIES
Stauroneis javanica	Stauroneis javanica (Grunow) Cleve	SPECIES
Stauroneis kriegeri	Stauroneis kriegeri R.M.Patrick, 1945	SPECIES
Stauroneis kuelbsii	Stauroneis kuelbsii Lange-Bert., 2004	SPECIES
Stauroneis laterostrata	Stauroneis laterostrata Hustedt, 1943	SPECIES
Stauroneis lauenburgiana	Stauroneis lauenburgiana Hustedt, 1950	SPECIES
Stauroneis legumen	Stauroneis legumen Ehrenberg, 1849	SPECIES
Stauroneis leguminopsis	Stauroneis leguminopsis Lange-Bertalot & K.Krammer, 1999	SPECIES
Stauroneis lundii	Stauroneis lundii Hustedt, 1959	SPECIES
Stauroneis microbtusa	Stauroneis microbtusa E.Reichardt, 2004	SPECIES
Stauroneis muriella	Stauroneis muriella Lund, 1946	SPECIES
Stauroneis nana	Stauroneis nana Lohman & Andrews, 1968	SPECIES
Stauroneis neohyalina	Stauroneis neohyalina, 1996	SPECIES
Stauroneis nobilis	Stauroneis nobilis Schumann, 1867	SPECIES
Stauroneis obtusa	Stauroneis obtusa N.Lagerstedt, 1873	SPECIES
Stauroneis parathermicola	Stauroneis parathermicola Lange-Bertalot, 2011	SPECIES
Stauroneis parvulissima	Stauroneis parvulissima K.Krammer & Lange-Bertalot, 1987	SPECIES
Stauroneis phoenicenteron sensu stricto	Stauroneis phoenicenteron (Nitzsch) Ehrenberg, 1843	SPECIES
Stauroneis producta	Stauroneis producta Grunow, 1880	SPECIES
Stauroneis prominula	Stauroneis prominula (Grunow) Hustedt, 1959	SPECIES
Stauroneis pseudagrestis	Stauroneis pseudoagrestis H.Lange-Bertalot & M.Werum, 2004	SPECIES
Stauroneis reichardtii	Stauroneis reichardtii H.Lange-Bertalot, P.Cavacini, N.Tagliaventi & S.Alfinito, 2003	SPECIES
Stauroneis sagitta	Stauroneis sagitta Cleve, 1881	SPECIES
Stauroneis salina	Stauroneis salina W.Smith, 1853	SPECIES
Stauroneis schimanskii	Stauroneis schimanskii Krammer, 1985	SPECIES
Stauroneis separanda	Stauroneis separanda Lange-Bertalot & Werum, 2004	SPECIES
Stauroneis siberica	Stauroneis siberica Lange-Bertalot & Metzeltin, 1996	SPECIES
Stauroneis silvahassiaca	Stauroneis silvahassiaca H.Lange-Bertalot & M.Werum, 2004	SPECIES
Stauroneis simulans	Stauroneis simulans (Donkin) R.R.Ross, 1986	SPECIES
Stauroneis smithii	Stauroneis smithii Grunow, 1860	SPECIES
Stauroneis smithii var. sagitta	Stauroneis smithii var. sagitta (Cleve) Hustedt, 1959	VARIETY
Stauroneis smithii var. smithii	Stauroneis smithii var. smithii	VARIETY
Stauroneis subgracilis	Stauroneis subgracilis Lange-Bertalot & K.Krammer, 1999	SPECIES
Stauroneis tackei	Stauroneis tackei (Hustedt) Krammer & Lange-Bertalot, 2001	SPECIES
Stauroneis thermicola	Stauroneis thermicola (J.B.Petersen) Lund, 1946	SPECIES
Stauroneis undata	Stauroneis undata Hustedt, 1939	SPECIES
Stauronella indubitabilis	Stauronella indubitabilis H.Lange-Bertalot & S.I.Genkal, 1999	SPECIES
Staurosira	Staurosira C.G.Ehrenberg, 1843	GENUS
Staurosira aventralis	Staurosira aventralis Lange-Bertalot & Rumrich, 2000	SPECIES
Staurosira binodis	Staurosira binodis Lange-Bertalot	SPECIES
Staurosira borealis	Staurosira borealis (Foged) Witkowski, Lange-Bertalot & Witon, 2004	SPECIES
Staurosira brevistriata	Staurosira brevistriata (Grunow) Grunow	SPECIES
Staurosira construens	Staurosira construens Ehrenberg, 1843	SPECIES
Staurosira microstriata	Staurosira microstriata (Marciniak) H.Lange-Bertalot, 2000	SPECIES
Staurosira mutabilis	Staurosira mutabilis (W.Sm.) Grunow	SPECIES
Staurosira venter	Staurosira venter (Ehrenberg) Grunow, 1889	SPECIES
Staurosirella mutabilis	Staurosirella mutabilis (W.Smith) E.Morales & Van de Vijver, 2015	SPECIES
Stenopterobia	Stenopterobia A.de Brébisson ex H.Van Heurck, 1896	GENUS
Stenopterobia curvula	Stenopterobia curvula (W.Smith) Krammer, 1987	SPECIES
Stenopterobia delicatissima	Stenopterobia delicatissima (F.W.Lewis) Brébisson ex van Heurck, 1896	SPECIES
Stenopterobia densestriata	Stenopterobia densestriata (Hustedt) Krammer, 1987	SPECIES
Stephanocostis	Stephanocostis S.I.Genkal & A.E.Kuzmina, 1985	GENUS
Stephanocostis chantaica	Stephanocostis chantaicus Genkal & Kuzmina, 1985	SPECIES
Stephanodiscus	Stephanodiscus C.G.Ehrenberg, 1845	GENUS
Stephanodiscus alpinus	Stephanodiscus alpinus Hustedt, 1942	SPECIES
Stephanodiscus astraea	Stephanodiscus astraea (Ehrenberg) Grunow, 1880	SPECIES
Stephanodiscus astraea var. minutula	Stephanodiscus astraea var. minutula (Kützing) Grunow, 1882	VARIETY
Stephanodiscus binderanus	Stephanodiscus binderanus (Kützing) Krieger, 1927	SPECIES
Stephanodiscus hantzschii	Stephanodiscus hantzschii Grunow, 1880	SPECIES
Stephanodiscus hantzschii var. tenuis	Stephanodiscus hantzschii var. tenuis Stoermer & Kreis, 1978	VARIETY
Stephanodiscus incognitus	Stephanodiscus incognitus Kuzmin & Genkal, 1978	SPECIES
Stephanodiscus invisitatus	Stephanodiscus invisitatus Hohn & Hellermann, 1963	SPECIES
Stephanodiscus lucens	Stephanodiscus lucens Hustedt, 1939	SPECIES
Stephanodiscus minutulus	Stephanodiscus minutulus (Kützing) Cleve & Möller, 1882	SPECIES
Stephanodiscus neoastraea	Stephanodiscus neoastraea Håkansson & Hickel, 1986	SPECIES
Stephanodiscus parvus	Stephanodiscus parvus Stoermer & Håkansson, 1984	SPECIES
Stephanodiscus tenuis	Stephanodiscus tenuis Skabichevskii, 1959	SPECIES
Surirella	Surirella P.J.F.Turpin, 1828	GENUS
Surirella amphioxys	Surirella amphioxys	SPECIES
Surirella angusta	Surirella angusta Kützing, 1844	SPECIES
Surirella barrowcliffia	Surirella barrowcliffia Donkin, 1869	SPECIES
Surirella bifrons	Surirella bifrons Jenner, 1845	SPECIES
Surirella birostrata	Surirella birostrata Mayer, 1916	SPECIES
Surirella biseriata	Surirella biseriata Brébisson, 1835	SPECIES
Surirella bohemica	Surirella bohemica Maly, 1895	SPECIES
Surirella brebissonii	Surirella brebissonii Krammer & Lange-Bertalot, 1987	SPECIES
Surirella brebissonii var. brebissonii	Surirella brebissonii var. brebissonii	VARIETY
Surirella brebissonii var. kuetzingii	Surirella brebissonii var. kuetzingii Krammer & Lange-Bertalot, 1987	VARIETY
Surirella brebissonii var. punctata	Surirella brebissonii var. punctata Krammer, 1987	VARIETY
Surirella brightwellii	Surirella brightwellii W.Smith, 1853	SPECIES
Surirella brightwellii var. baltica	Surirella brightwellii var. baltica (Schumann) Krammer, 1987	VARIETY
Surirella brightwellii var. brightwellii	Surirella brightwellii W.Smith, 1853	SPECIES
Surirella capronii	Surirella capronii Brébisson & Kitton, 1869	SPECIES
Surirella constricta	Surirella constricta W.Smith, 1851	SPECIES
Surirella crumena	Surirella crumena Brébisson ex Kützing, 1849	SPECIES
Surirella didyma	Surirella didyma Kützing, 1844	SPECIES
Surirella elegans	Surirella elegans Ehrenberg	SPECIES
Surirella gemma	Surirella gemma (Ehrenberg) Kützing, 1844	SPECIES
Surirella gracilis	Surirella gracilis O'Meara, 1867	SPECIES
Surirella helvetica	Surirella helvetica	SPECIES
Surirella lapponica	Surirella lapponica A.Cleve, 1895	SPECIES
Surirella linearis	Surirella linearis W.Smith, 1853	SPECIES
Surirella linearis var. constricta	Surirella linearis var. constricta Hustedt, 1911	VARIETY
Surirella linearis var. helvetica	Surirella linearis var. helvetica (Brun) Meister, 1912	VARIETY
Surirella linearis var. linearis	Surirella linearis var. linearis	VARIETY
Surirella margilacola	Surirella margilacola H.Lange-Bertalot & M.Werum, 2004	SPECIES
Surirella minuta	Surirella minuta Brébisson, 1849	SPECIES
Surirella moelleriana	Surirella moelleriana Grunow, 1868	SPECIES
Surirella ovalis	Surirella ovalis Brébisson, 1838	SPECIES
Surirella ovata	Surirella ovata Ehrenberg, 1844	SPECIES
Surirella patella	Surirella patella Petit, 1877	SPECIES
Surirella roba	Surirella roba Leclercq, 1983	SPECIES
Surirella robusta	Surirella robusta Ehrenberg, 1840	SPECIES
Surirella spiralis	Surirella spiralis Kützing, 1844	SPECIES
Surirella splendida	Surirella splendida Ehrenb.	SPECIES
Surirella striatula	Surirella striatula Turpin, 1828	SPECIES
Surirella subsalsa	Surirella subsalsa W.Smith, 1853	SPECIES
Surirella tenera	Surirella tenera W.Gregory, 1856	SPECIES
Surirella tenuis	Surirella tenuis Dujardin, 1842	SPECIES
Surirella terricola	Surirella terricola Lange-Bertalot & E.Alles, 1996	SPECIES
Surirella turgida	Surirella turgida W.Smith, 1853	SPECIES
Surirella visurgis	Surirella visurgis Hustedt, 1957	SPECIES
Synedra	Synedra C.G.Ehrenberg, 1830	GENUS
Synedra actinastroides	Synedra actinastroides Lemmermann, 1900	SPECIES
Synedra acus	Synedra acus Ehrenberg, 1854	SPECIES
Synedra affinis	Synedra affinis	SPECIES
