taxa	harmonized_name	rank
Synedra bilunaris	Synedra bilunaris	SPECIES
Surirella biseriata f. minor	Surirella biseriata f. minor Peragallo & Peragallo, 1899	FORM
Staurosira binodis	Staurosira binodis Lange-Bertalot	SPECIES
Staurosira binodis	Staurosira binodis Lange-Bertalot	SPECIES
Stephanodiscus binderanus var. oestrupii	Stephanodiscus binderanus var. oestrupii (A.Cleve) A.Cleve	VARIETY
Surirella brebissonii	Surirella brebissonii Krammer & Lange-Bertalot, 1987	SPECIES
Surirella brightwellii	Surirella brightwellii W.Smith, 1853	SPECIES
Stephanodiscus bramaputrae	Stephanodiscus bramaputrae Ehrenberg, 1854	SPECIES
Staurosira berolinensis	Staurosira berolinensis (Lemmerm.) Lange-Bert.	SPECIES
Surirella brebissonii terato	Surirella brebissonii Krammer & Lange-Bertalot, 1987	SPECIES
Staurosira brevistriata	Staurosira brevistriata (Grunow) Grunow	SPECIES
Surirella biseriata var. subparallela	Surirella biseriata f. subparallela Meister, 1912	FORM
Schizostauron crucicula	Schizostauron crucicula G.S.West, 1907	SPECIES
Synedra capitata	Synedra capitata	SPECIES
Staurosira construens var. binodis	Staurosira construens var. binodis (Ehrenberg) P.B.Hamilton, 1992	VARIETY
Staurosira construens f. binodis terato	Staurosira construens var. binodis (Ehrenberg) P.B.Hamilton, 1992	VARIETY
Surirella celtica var. constricta	Surirella celtica var. constricta Leclercq, 1983	VARIETY
Synedra capitellata var. cymbelloides	Synedra capitellata var. cymbelloides Grunow, 1881	VARIETY
Staurosira construens	Staurosira construens Ehrenberg, 1843	SPECIES
Synedra capitellata	Synedra capitellata Grunow, 1881	SPECIES
Staurosira construens var. pumila	Staurosira construens var. pumila (Grunow) J.C.Kingston, 2000	VARIETY
Surirella crumena	Surirella crumena Brébisson ex Kützing, 1849	SPECIES
Synedra capitellata f. striis-distantioribus	Synedra capitellata Grunow, 1881	SPECIES
Staurosira construens var. subsalina	Staurosira construens var. subsalina (Hustedt) N.A.Andresen, E.F.Stoermer & R.G.Kreiss, 2000	VARIETY
Staurosira construens f. subsalina	Staurosira construens f. subsalina (Hustedt) Bukhtiyarova, 1995	FORM
Staurosira construens terato	Staurosira construens Ehrenberg, 1843	SPECIES
Stephanodiscus costatilimbus	Stephanodiscus costatilimbus H.Kobayasi & H.Kobayashi, 1986	SPECIES
Staurosira construens var. venter	Staurosira construens var. venter (Ehrenberg) P.B.Hamilton, 1992	VARIETY
Staurosira construens f. venter	Staurosira construens f. venter (Ehrenberg) Bukhtiyarova, 1995	FORM
Synedra delicatissima var. angustissima	Synedra delicatissima Schroter, 1896	SPECIES
Surirella delicatissima	Surirella delicatissima	SPECIES
Stephanodiscus delicatus	Stephanodiscus delicatus S.I.Genkal, 1985	SPECIES
Synedra delicatissima var. mesoleia	Synedra delicatissima Schroter, 1896	SPECIES
Stephanodiscus minutus	Stephanodiscus minutus Grunow ex Cleve & Möller, 1879	SPECIES
Synedra dorsiventralis	Synedra dorsiventralis Otto Müller, 1910	SPECIES
Synedrella parasitica	Synedrella parasitica (W.Smith) Round & N.I.Maidana, 2001	SPECIES
Synedrella subconstricta	Synedrella subconstricta (Grunow) Round & Maidana, 2001	SPECIES
Stephanodiscus dubius	Stephanodiscus dubius Skabichevskii, 1953	SPECIES
Sellaphora bacillum	Sellaphora bacillum (Ehrenberg) D.G.Mann, 1989	SPECIES
Sellaphora laevissima	Sellaphora laevissima (Kützing) Mereschkowsky.Gasse, 1986	SPECIES
Surirella elegans	Surirella elegans Ehrenberg	SPECIES
Staurosira elliptica	Staurosira elliptica (Schum.) D.M.Williams & Round	SPECIES
Sellaphora minima	Sellaphora minima (Grunow), 1990	SPECIES
Sellaphora mutata	Sellaphora mutata (Krasske) Lange-Bertalot, 1996	SPECIES
Surirella elegans var. norvegica	Surirella elegans f. norvegica (Eulenstein) Brun, 1888	FORM
Surirella elliptica	Surirella elliptica Terry ex Tempere & Peragallo, 1908	SPECIES
Sellaphora radiosa	Sellaphora radiosa (Hustedt) H.Kobayasi, 2002	SPECIES
Stauroforma exiguiformis f. anormale	Stauroforma exiguiformis (Lange-Bertalot) R.J.Flower, V.J.Jones & F.E.Round, 1996	SPECIES
Stauroforma exiguiformis	Stauroforma exiguiformis (Lange-Bertalot) R.J.Flower, V.J.Jones & F.E.Round, 1996	SPECIES
Synedra famelica	Synedra famelica	SPECIES
Synedra famelica	Synedra famelica	SPECIES
Synedra fasciculata	Synedra fasciculata Ehrenberg, 1832	SPECIES
Synedra fasciculata var. truncata	Synedra fasciculata var. truncata (Greville) Patrick, 1966	VARIETY
Synedra goulardii	Synedra goulardii Brébisson ex Cleve & Grunow, 1880	SPECIES
Stauroneis gracilior	Stauroneis gracilior Reichardt, 1995	SPECIES
Surirella grunowii	Surirella grunowii M.S.Kulikovskiy, Lange-Bert & A.Witkovski, 2010	SPECIES
Stephanodiscus hantzschii	Stephanodiscus hantzschii Grunow, 1880	SPECIES
Staurophora amphioxys var. obtusa	Staurophora amphioxys (Gregory) D.G.Mann, 1990	SPECIES
Stephanodiscus hantzschii var. delicatula	Stephanodiscus hantzschii var. delicatula A.Cleve, 1910	VARIETY
Surirella helvetica	Surirella helvetica	SPECIES
Stephanodiscus heterostylus	Stephanodiscus heterostylus Håk. & Meyer, 1994	SPECIES
Stephanodiscus hantzschii f. parva	Stephanodiscus hantzschii f. parva Grunow ex Cleve & V.Möller, 1879	FORM
Stephanodiscus hantzschii var. striator	Stephanodiscus hantzschii var. striator Kalbe	VARIETY
Stephanodiscus hantzschii f. tenuis	Stephanodiscus hantzschii f. tenuis (Hustedt) H.Håkansson & E.F.Stoermer, 1984	FORM
Sellaphora hustedtii	Sellaphora hustedtii (Krasske) Lange-Bertalot & Werum, 2004	SPECIES
Simonsenia delognei	Simonsenia delognei (Grunow) Lange-Bertalot, 1979	SPECIES
Simonsenia delognei terato	Simonsenia delognei (Grunow) Lange-Bertalot, 1979	SPECIES
Stephanodiscus invisitatus	Stephanodiscus invisitatus Hohn & Hellermann, 1963	SPECIES
Stephanodiscus incognitus	Stephanodiscus incognitus Kuzmin & Genkal, 1978	SPECIES
Stenopterobia intermedia	Stenopterobia intermedia (F.W.Lewis) Van Heurck, 1896	SPECIES
Sellaphora joubaudii	Sellaphora joubaudii (H.Germain) M.Aboal, 2003	SPECIES
Skeletonema potamos	Skeletonema potamos (C.I.Weber) Hasle, 1976	SPECIES
Skeletonema subsalsum	Skeletonema subsalsum (Cleve-Euler) Bethge, 1928	SPECIES
Sellaphora ii	Sellaphora C.Mereschkowsky, 1902	GENUS
Surirella lacrimula	Surirella lacrimula J.D.English, 2012	SPECIES
Surirella ladogensis	Surirella ladogensis Weisse, 1864	SPECIES
Surirella linearis var. constricta	Surirella linearis var. constricta Hustedt, 1911	VARIETY
Staurosirella dubia	Staurosirella dubia (Grunow) E.A.Morales & K.M.Manoylov, 2006	SPECIES
Staurosirella leptostauron var. dubia	Staurosirella leptostauron var. dubia (Grunow) Edlund	VARIETY
Staurosirella leptostauron var. dubia	Staurosirella leptostauron var. dubia (Grunow) Edlund	VARIETY
Staurosirella leptostauron	Staurosirella leptostauron (Ehrenberg) D.M.Williams & Round, 1987	SPECIES
Surirella linearis var. helvetica	Surirella linearis var. helvetica (Brun) Meister, 1912	VARIETY
Surirella linearis	Surirella linearis W.Smith, 1853	SPECIES
Staurosirella martyi	Staurosirella martyi (Héribaud-Joseph) E.A.Morales & K.M.Manoylov, 2006	SPECIES
Staurosira lapponica	Staurosira lapponica (Grunow) Lange-Bert.	SPECIES
Stephanodiscus makarovae	Stephanodiscus makarovae Genkal, 1978	SPECIES
Stephanodiscus medius	Stephanodiscus medius Håkansson, 1986	SPECIES
Synedra minuscula	Synedra minuscula Grunow, 1881	SPECIES
Surirella moelleriana	Surirella moelleriana Grunow, 1868	SPECIES
Stauroneis montana	Stauroneis montana Krasske	SPECIES
Seminavis strigosa	Seminavis strigosa (Hustedt) Danieledis & Economou-Amilli, 2003	SPECIES
Sellaphora mutatoides	Sellaphora mutatoides H.Lange-Bertalot & D.Metzeltin, 2002	SPECIES
Stephanodiscus neoastraea	Stephanodiscus neoastraea Håkansson & Hickel, 1986	SPECIES
Sellaphora nigri	Sellaphora nigri (De Notaris) C.E.Wetzel & L.Ector, 2015	SPECIES
Sellaphora nyassensis	Sellaphora nyassensis (Otto Müller) D.G.Mann, 1989	SPECIES
Surirella ovata var. aequalis	Surirella ovata var. aequalis Cleve-Euler, 1952	VARIETY
Surirella ovata var. angustata	Surirella ovata var. angusta (Kützing) Cleve-Euler, 1952	VARIETY
Surirella ovalis f. aequalis	Surirella ovalis f. aequalis (Kutzing ex Van Heurck) A.Cleve, 1900	FORM
Stauroneis obtusa	Stauroneis obtusa N.Lagerstedt, 1873	SPECIES
Surirella ovata var. crumena	Surirella ovata var. crumena (Bréb. ex Kütz.) Van Heurck, 1896	VARIETY
Staurosira oldenburgiana	Staurosira oldenburgiana (Hust.) Lange-Bert.	SPECIES
Staurosirella oldenburgiana	Staurosirella oldenburgiana (Hustedt) Morales, 2005	SPECIES
Surirella ovata var. minuta	Surirella ovata var. minuta (Schumann) Kirchner, 1878	VARIETY
Surirella ovata var. salina	Surirella ovata var. salina (W.Smith) Rabenhorst, 1864	VARIETY
Surirella ovalis var. salina	Surirella ovalis var. salina W.Smith, 1851	VARIETY
Surirella ovata var. smithii	Surirella ovata f. smithii Cleve-Euler, 1952	FORM
Surirella ovata	Surirella ovata Ehrenberg, 1844	SPECIES
Surirella ovalis	Surirella ovalis Brébisson, 1838	SPECIES
Synedra oxyrhynchus	Synedra oxyrhynchus	SPECIES
Stauroneis palustris	Stauroneis palustris Hustedt, 1945	SPECIES
Synedra parasitica	Synedra parasitica (W.Smith) Hustedt, 1930	SPECIES
Stephanodiscus parvus	Stephanodiscus parvus Stoermer & Håkansson, 1984	SPECIES
Stauroneis phoenicenteron var. brunii	Stauroneis phoenicenteron var. brunii (M.Peragallo & Heribaud)	VARIETY
Sellaphora pseudobacillum	Sellaphora pseudobacillum (Grunow) Lange-Bertalot & Metzeltin, 2009	SPECIES
Synedra perminuta	Synedra perminuta Grunow, 1881	SPECIES
Stephanodiscus perforatus	Stephanodiscus perforatus Genkal & Kuzmin, 1978	SPECIES
Stauroneis phoenicenteron	Stauroneis phoenicenteron (Nitzsch) Ehrenberg, 1843	SPECIES
Staurophora salina	Staurophora salina (W.Smith) Mereschkowsky, 1903	SPECIES
Staurosirella pinnata	Staurosirella pinnata (Ehrenberg) D.M.Williams & Round, 1987	SPECIES
Staurosirella pinnata terato	Staurosirella pinnata (Ehrenberg) D.M.Williams & Round, 1987	SPECIES
Staurosirella pinnata var. lancettula	Staurosirella pinnata var. lancettula (Schum.) Poulin	VARIETY
Synedra pulchella var. macrocephala	Synedra pulchella var. macrocephala Grunow, 1880	VARIETY
Synedra pulchella var. minuta	Synedra pulchella var. minuta Hustedt, 1913	VARIETY
Sellaphora pupula var. mutata	Sellaphora pupula var. mutata (Krasske) Poulin	VARIETY
Synedra pulchella var. naviculacea	Synedra pulchella var. naviculacea Grunow, 1881	VARIETY
Synedra parasitica var. subconstricta	Synedra parasitica var. subconstricta (Grunow) Hustedt, 1930	VARIETY
Synedra puellaris	Synedra puellaris Messikommer, 1945	SPECIES
Synedra pulchella	Synedra pulchella Kützing, 1844	SPECIES
Synedra pulchella	Synedra pulchella Kützing, 1844	SPECIES
Sellaphora pupula	Sellaphora pupula (Kützing) Mereschkovsky, 1902	SPECIES
Sellaphora pupula terato	Sellaphora pupula (Kützing) Mereschkovsky, 1902	SPECIES
Staurophora wislouchii	Staurophora wislouchii (Poretzsky & Anisimova) D.G.Mann, 1990	SPECIES
Stauroneis pygmaea	Stauroneis pygmaea Castracane, 1886	SPECIES
Synedra radians	Synedra radians W.Smith, 1853	SPECIES
Surirella roba	Surirella roba Leclercq, 1983	SPECIES
Staurosira dubia	Staurosira dubia Grunow, 1879	SPECIES
Synedra rumpens var. familiaris	Synedra rumpens var. familiaris (Kützing) Grunow, 1881	VARIETY
Staurosira martyi	Staurosira martyi (Hérib.) Lange-Bert.	SPECIES
Synedra rumpens var. meneghiniana	Synedra rumpens var. meneghiniana Grunow	VARIETY
Stephanodiscus rotula var. minutula	Stephanodiscus rotula var. minutula (Kützing) Ross & Sims, 1978	VARIETY
Stephanodiscus rotula	Stephanodiscus rotula (Kützing) Hendey, 1964	SPECIES
Staurosira pinnata	Staurosira pinnata Ehrenberg, 1843	SPECIES
Staurosira pinnata terato	Staurosira pinnata Ehrenberg, 1843	SPECIES
Synedra rumpens var. scotica	Synedra rumpens var. scotica Grunow, 1881	VARIETY
Surirella robusta var. splendida	Surirella robusta var. splendida (Auerswald) Mayer, 1918	VARIETY
Stephanodiscus rugosus	Stephanodiscus rugosus Sieminska & Chudybowa, 1979	SPECIES
Synedra rumpens	Synedra rumpens H.H.Chase	SPECIES
Surirella saxonica	Surirella saxonica Auerswald ex Rabenhorst, 1861	SPECIES
Sellaphora subbacillum	Sellaphora subbacillum (Hustedt) Falasco & Ector, 2009	SPECIES
Sellaphora seminulum	Sellaphora seminulum (Grunow) D.G.Mann, 1989	SPECIES
Sellaphora seminulum terato	Sellaphora seminulum (Grunow) D.G.Mann, 1989	SPECIES
Sellaphora saugerresii	Sellaphora saugerresii (Desmazières) C.E.Wetzel & D.G.Mann, 2015	SPECIES
Staurosira leptostauron	Staurosira leptostauron Ehrenb.	SPECIES
Stauroneis smithii	Stauroneis smithii Grunow, 1860	SPECIES
Staurosira mutabilis	Staurosira mutabilis (W.Sm.) Grunow	SPECIES
Surirella solea	Surirella solea Kützing, 1844	SPECIES
Surirella splendida	Surirella splendida Ehrenb.	SPECIES
Staurosira subsalina	Staurosira subsalina (Hustedt) Lange-Bertalot, 2004	SPECIES
Sellaphora stroemii	Sellaphora stroemii (Hustedt) H.Kobayasi, 2002	SPECIES
Sellaphora styxii	Sellaphora styxii P.M.Novis, J.Braidwood & C.Kilroy, 2012	SPECIES
Surirella suecica	Surirella suecica Grunow	SPECIES
Stephanodiscus subsalsus	Stephanodiscus subsalsus (A.Cleve-Euler) Hustedt, 1928	SPECIES
Staurosira venter var. binodis	Staurosira venter (Ehrenberg) Grunow, 1889	SPECIES
Staurosira venter	Staurosira venter (Ehrenberg) Grunow, 1889	SPECIES
Staurosira venter	Staurosira venter (Ehrenberg) Grunow, 1889	SPECIES
Synedra tabulata	Synedra tabulata (C.Agardh) Kützing, 1844	SPECIES
Stauroneis africana	Stauroneis africana Amossé, 1934	SPECIES
Stauroneis tackei	Stauroneis tackei (Hustedt) Krammer & Lange-Bertalot, 2001	SPECIES
Stauroneis anceps	Stauroneis anceps Ehrenberg, 1843	SPECIES
Stauroneis baikalensis	Stauroneis baikalensis Skvortzow, 1937	SPECIES
Stauroneis brasiliensis	Stauroneis brasiliensis D.Metzeltin & H.Lange-Bertalot, 2007	SPECIES
Stenopterobia curvula	Stenopterobia curvula (W.Smith) Krammer, 1987	SPECIES
Stenopterobia delicatissima	Stenopterobia delicatissima (F.W.Lewis) Brébisson ex van Heurck, 1896	SPECIES
Surirella terricola	Surirella terricola Lange-Bertalot & E.Alles, 1996	SPECIES
Synedra tabulata var. fasciculata	Synedra tabulata var. fasciculata (C.Agardh) Hustedt, 1932	VARIETY
Stauroneis thermicola	Stauroneis thermicola (J.B.Petersen) Lund, 1946	SPECIES
Stephanodiscus invisitatus	Stephanodiscus invisitatus Hohn & Hellermann, 1963	SPECIES
Stauroneis kriegeri	Stauroneis kriegeri R.M.Patrick, 1945	SPECIES
Staurosirella lapponica	Staurosirella lapponica (J.R.Carter) L.Bukht., 1996	SPECIES
Staurosirella berolinensis	Staurosirella berolinensis (Lemmermann) Bukhtiyarova, 1995	SPECIES
Stauroneis legumen	Stauroneis legumen Ehrenberg, 1849	SPECIES
Stauroneis merrimacensis	Stauroneis merrimacensis Woodhead & Tweed, 1960	SPECIES
Stephanodiscus minutulus	Stephanodiscus minutulus (Kützing) Cleve & Möller, 1882	SPECIES
Surirella nervosa	Surirella nervosa (A.Schmidt) A.Mayer, 1913	SPECIES
Surirella tenera var. nervosa	Surirella tenera var. nervosa A.Schmidt, 1875	VARIETY
Staurosirella ovata	Staurosirella ovata E.A.Morales, 2006	SPECIES
Stauroneis pseudosuboptusoides	Stauroneis pseudosuboptusoides H.Germ., 1981	SPECIES
Stephanodiscus triporus	Stephanodiscus triporus S.I.Genkal & G.V.Kuzmin, 1978	SPECIES
Stephanodiscus triporus	Stephanodiscus triporus S.I.Genkal & G.V.Kuzmin, 1978	SPECIES
Stauroneis salina	Stauroneis salina W.Smith, 1853	SPECIES
Staurosira berolinensis	Staurosira berolinensis (Lemmerm.) Lange-Bert.	SPECIES
Staurosira harrisonii	Staurosira harrisonii (W.Smith) Pfitzer, 1871	SPECIES
Synedra tabulata terato	Synedra tabulata (C.Agardh) Kützing, 1844	SPECIES
Stephanodiscus tenuis var. tener	Stephanodiscus tenuis Skabichevskii, 1959	SPECIES
Stephanodiscus tenuis	Stephanodiscus tenuis Skabichevskii, 1959	SPECIES
Surirella turgida	Surirella turgida W.Smith, 1853	SPECIES
Synedra tenera var. utermoehlii	Synedra tenera var. utermoehlii (Hustedt) A.Cleve, 1953	VARIETY
Stephanodiscus triporus	Stephanodiscus triporus S.I.Genkal & G.V.Kuzmin, 1978	SPECIES
Surirella apiculata	Surirella apiculata W.Smith, 1856	SPECIES
Synedra ulna	Synedra ulna (Nitzsch) Ehrenberg, 1832	SPECIES
Synedra ulna var. bicepst	Synedra ulna var. biceps (Kütz.) Schönf., 1907	VARIETY
Synedra ulna f. biceps	Synedra ulna f. biceps (Kützing) Skabichevskii, 1960	FORM
Surirella celtica	Surirella celtica Germain, 1981	SPECIES
Synedra ulna var. chaseana	Synedra ulna var. chaseana Thomas, 1886	VARIETY
Synedra ulna var. claviceps	Synedra ulna var. claviceps Hustedt, 1937	VARIETY
Synedra ulna var. danica	Synedra ulna var. danica Cleve-Euler, 1932	VARIETY
Surirella decipiens	Surirella decipiens Hustedt, 1942	SPECIES
Synedra ulna	Synedra ulna (Nitzsch) Ehrenberg, 1832	SPECIES
Synedra ulna var. mediocontracta	Synedra ulna f. mediocontracta Komarenko, 1956	FORM
Surirella minuta	Surirella minuta Brébisson, 1849	SPECIES
Synedra ulna var. oxyrhynchus f. medioconstricta	Synedra ulna f. medioconstricta (Forti) Hustedt, 1932	FORM
Synedra ulna var. oxyrhynchus	Synedra ulna var. oxyrhynchus (Kütz.) Van Heurck, 1885	VARIETY
Surirella robusta	Surirella robusta Ehrenberg, 1840	SPECIES
Surirella tenera	Surirella tenera W.Gregory, 1856	SPECIES
Surirella suecica terato	Surirella suecica Grunow	SPECIES
Surirella valida	Surirella valida A.W.F.Schmidt	SPECIES
Synedra vaucheriae	Synedra vaucheriae Foged, 1951	SPECIES
Synedra vaucheriae var. capitellata	Bacillariophyceae	CLASS
Synedra vaucheriae	Synedra vaucheriae Foged, 1951	SPECIES
Sellaphora verecundiae	Sellaphora verecundiae Lange-Bertalot, 1994	SPECIES
Stephanodiscus vestibulis	Stephanodiscus vestibulis Håkansson, Theriot & Stoermer, 1986	SPECIES
Sellaphora vitabunda	Sellaphora vitabunda (Hustedt) D.G.Mann, 1989	SPECIES
Sellaphora ventraloconfusa	Sellaphora ventraloconfusa (Lange-Bertalot) D.Metzeltin & Lange-Bertalot, 1998	SPECIES
Sellaphora ventraloides	Sellaphora ventraloides (Hustedt) Falasco & Ector, 2009	SPECIES
Synedra vaucheriae var. truncata	Synedra vaucheriae var. truncata (Grev.) Grunow	VARIETY
Stauroneis wislouchi	Stauroneis wislouchii V.S.Poretzky & Anisimova, 1933	SPECIES
Synedra binodis	Synedra binodis (Ehrenberg) Chang & Steinberg, 1988	SPECIES
Synedra delicatissima	Synedra delicatissima Schroter, 1896	SPECIES
Synedra familiaris	Synedra familiaris Kützing, 1844	SPECIES
Synedra limnetica	Synedra limnetica Lemmermann, 1900	SPECIES
Synedra nana	Synedra nana F.Meister, 1912	SPECIES
Synedra tenera	Synedra tenera W.Smith, 1856	SPECIES
Synedra utermoehlii	Synedra utermoehlii Hustedt, 1932	SPECIES
Schizostauron brasiliense	Schizostauron brasiliense Zimmermann, 1918	SPECIES
Schizostauron crucicula	Schizostauron crucicula G.S.West, 1907	SPECIES
Tryblionella angustata var. acuta	Tryblionella angustata var. acuta (Grunow) Bukht.	VARIETY
Tryblionella angustata	Tryblionella angustata W.Smith, 1853	SPECIES
Tryblionella apiculata	Tryblionella apiculata Gregory, 1857	SPECIES
Thalassiosira baltica	Thalassiosira baltica (Grunow) Ostenfeld, 1901	SPECIES
Tryblionella constricta	Tryblionella constricta Gregory, 1855	SPECIES
Tryblionella brunoi	Tryblionella brunoi (Lange-Bert.) Cantonati & Lange-Bert.	SPECIES
Thalassiosira bramaputrae	Thalassiosira bramaputrae (Ehrenberg) Håkansson & Locker, 1981	SPECIES
Tryblionella calida	Tryblionella calida (Grunow) D.G.Mann, 1990	SPECIES
Tryblionella chutteri	Tryblionella chutteri (R.E.M.Archibald) D.G.Mann, 1990	SPECIES
Tryblionella debilis	Tryblionella debilis Arnott ex O'Meara, 1873	SPECIES
Tabellaria flocculosa var. ambigua	Tabellaria flocculosa var. ambigua Bruegger, 1863	VARIETY
Tabularia fasciculata	Tabularia fasciculata (C.Agardh) D.M.Williams & Round, 1986	SPECIES
Tabellaria fenestrata var. asterionelloides	Tabellaria fenestrata var. asterionelloides Grunow, 1881	VARIETY
Tabellaria fenestrata var. geniculata	Tabellaria fenestrata var. geniculata A.Cleve, 1899	VARIETY
Tabellaria fenestrata	Tabellaria fenestrata (Lyngbye) Kützing, 1844	SPECIES
Tabellaria flocculosa var. geniculata	Tabellaria flocculosa var. geniculata Cleve-Euler	VARIETY
Tabellaria fenestrata var. intermedia	Tabellaria fenestrata var. intermedia Grunow, 1881	VARIETY
Tabellaria flocculosa var. linearis	Tabellaria flocculosa var. linearis Koppen, 1975	VARIETY
