taxa	scientificName	rank	kingdom	phylum	class	order	family	genus
Pinnularia sinistra	Pinnularia sinistra Krammer, 1992	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia stauroptera var. longa	Pinnularia stauroptera f. longa (Cleve-Euler) Cleve-Euler, 1955	FORM	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia streptoraphe var. minor	Pinnularia streptoraphe var. minor Skvortzow, 1938	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia soehrensis	Pinnularia soehrensis (G.Krasske) J.B.Petersen, 1932	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Pinnularia soehrensis var. muscicola	Pinnularia soehrensis var. muscicola (J.B.Petersen) J.B.Petersen	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Chamaepinnularia
Pinnularia soehrensis	Pinnularia soehrensis (G.Krasske) J.B.Petersen, 1932	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Pinnularia stauroptera var. parva	Pinnularia stauroptera var. parva	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Psammothidium rechtensis	Psammothidium rechtensis (Leclercq) Lange-Bertalot, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Pseudostaurosira subsalina	Pseudostaurosira subsalina (Hustedt) E.A.Morales, 2005	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Pseudostaurosira elliptica	Fragilaria H.C.Lyngbye, 1819	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Pinnularia stauroptera	Pinnularia stauroptera	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Psammothidium strenzkei	Psammothidium strenzkei (Hustedt) L.Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Paralia sulcata	Paralia sulcata (Ehrenberg) Cleve, 1873	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Paraliales	Paraliaceae	Paralia
Platessa conspicua	Platessa conspicua (A.Mayer) Lange-Bertalot, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Planothidium conspicuum	Planothidium conspicuum (A.Mayer) M.Aboal, 2003	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Planothidium delicatulum	Planothidium delicatulum (Kützing) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Planothidium dubium	Planothidium dubium (Grunow) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium ellipticum	Planothidium ellipticum (Cleve) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium hauckianum	Planothidium hauckianum (Grunow) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Pleurosira thermalis	Pleurosira thermalis (Meneghini) San Léon, 1848	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Pleurosira
Pinnularia tirolensis var. julma	Pinnularia tirolensis (Metzeltin & Krammer) K.Krammer, 2000	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Planothidium lanceolatum	Planothidium lanceolatum (Brébisson ex Kützing) Bukhtiyarova, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium lanceolatum	Planothidium lanceolatum (Brébisson ex Kützing) Bukhtiyarova, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium lanceolatum var. elliptica	Planothidium lanceolatum var. elliptica (Cleve) Bukhtiyarova, 1999	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium lanceolatum terato	Planothidium lanceolatum (Brébisson ex Kützing) Bukhtiyarova, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Platessa montana	Platessa montana (Krasske) H.Lange-Bertalot, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Planothidium oestrupii	Planothidium oestrupii (A.Cleve) Round & L.Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Planothidium peragallii	Planothidium peragallii (Brun & Héribaud) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Praestephanos triporus	Praestephanos triporus (Genkal & G.V.Kuzmin) A.Tuji & J.-S.Ki, 2014	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Thalassiosiraceae	Praestephanos
Planothidium rostratum	Planothidium rostratum (Østrup) Lange-Bertalot, 1999	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Planothidium
Puncticulata balatonis	Puncticulata balatonis (Pantocsek) Wojtal	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Lindavia
Puncticulata comta	Puncticulata comta (Ehrenberg) H.Hakansson, 2002	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Lindavia
Punctastriata lancettula	Punctastriata lancettula (Schumann) P.B.Hamilton & P.A.Siver, 2008	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Pulchella obsita	Pulchella obsita (Hustedt) H.Lange-Bertalot, 2004	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Pulchellophycus
Puncticulata praetermissa	Puncticulata praetermissa (J.W.G.Lund) H.Håkansson	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Puncticulata
Pseudostaurosira	Pseudostaurosira D.M.Williams & F.E.Round, 1988	GENUS	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira
Psammothidium ventralis	Psammothidium ventralis (Krasske) Bukhtiyarova & Round, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Psammothidium
Pinnularia viridiformis	Pinnularia viridiformis Krammer, 2000	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia viridis	Pinnularia viridis (Nitzsch) Ehrenberg, 1843	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia viridis var. minor	Pinnularia viridis var. minor Cleve, 1891	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Pinnularia viridis var. rupestris	Pinnularia viridis var. rupestris	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Pinnulariaceae	Pinnularia
Rhoicosphenia abbreviata	Rhoicosphenia abbreviata (C.Agardh) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Rhoicospheniaceae	Rhoicosphenia
Rhoicosphenia abbreviata terato	Rhoicosphenia abbreviata (C.Agardh) Lange-Bertalot, 1980	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Rhoicospheniaceae	Rhoicosphenia
Rhaphoneis amphiceros	Rhaphoneis amphiceros (Ehrenberg) Ehrenberg, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Rhaponeidales	Rhaphoneidaceae	Rhaphoneis
Rossithidium anastasiae	Rossithidium anastasiae (Kaczmarska) Potapova, 2012	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Rossithidium
Rhaphoneis surirella	Rhaphoneis surirella (Ehrenberg) Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Triceratiales	Triceratiaceae	Zygoceros
Rhoicosphenia curvata	Rhoicosphenia curvata (Kützing) Grunow, 1860	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Rhoicospheniaceae	Rhoicosphenia
Rhopalodia gibberula	Rhopalodia gibberula (Ehrenberg) Otto Müller, 1895	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Rhopalodia
Rhopalodia gibba	Rhopalodia gibba (Ehrenberg) Otto Müller, 1895	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Rhopalodia
Rhopalodia gibba var. ventricosa	Rhopalodia gibba var. ventricosa (Kützing) H.Peragallo & M.Peragallo, 1900	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Rhopalodiales	Rhopalodiaceae	Rhopalodia
Rossithidium linearis	Rossithidium linearis (W.Smith) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Rossithidium petersennii	Rossithidium petersennii (Hustedt) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Rossithidium
Rossithidium petersenii	Rossithidium petersenii (Hustedt) Round & L.Bukhtiyarova ex Aboal, 2003	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthidiaceae	Achnanthidium
Rossithidium pusillum	Rossithidium pusillum (Grunow) Round & Bukhtiyarova, 1996	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Achnanthales	Achnanthaceae	Achnanthes
Reimeria sinuata	Reimeria sinuata (Gregory) Kociolek & Stoermer, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Reimeria
Reimeria sinuata terato	Reimeria sinuata (Gregory) Kociolek & Stoermer, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Reimeria
Reimeria uniseriata	Reimeria uniseriata S.E.Sala, J.M.Guerrero & M.E.Ferrario, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Reimeria
Reimeria uniseriata terato	Reimeria uniseriata S.E.Sala, J.M.Guerrero & M.E.Ferrario, 1993	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Cymbellales	Gomphonemataceae	Reimeria
Synedra acus var. angustissima	Synedra acus Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Synedra actinastroides	Synedra actinastroides Lemmermann, 1900	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Nitzschia
Synedra acus	Synedra acus Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Synedra acus	Synedra acus Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Stephanodiscus agassizensis	Stephanodiscus agassizensis Håk. & Kling, 1989	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Sellaphora aggerica	Sellaphora aggerica (E.Reichardt) Falasco & Ector, 2009	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Stauroneis anceps f. gracilis	Stauroneis anceps f. gracilis Rabenhorst, 1864	FORM	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Stauroneidaceae	Stauroneis
Stephanodiscus alpinus	Stephanodiscus alpinus Hustedt, 1942	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Synedra amphicephala var. austriaca	Synedra amphicephala var. austriaca (Grunow) Hustedt, 1932	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Synedra amphicephala var. densestriata	Synedra amphicephala var. densestriata Fontell, 1917	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Synedra amphicephala var. fallax	Synedra amphicephala var. fallax Grunow, 1881	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Synedra amphicephala	Synedra amphicephala	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Synedra amphicephala var. tenuicapitata	Synedra amphicephala var. tenuicapitata Manguin, 1949	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Surirella angusta	Surirella angusta Kützing, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella angusta terato	Surirella angusta Kützing, 1844	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella amphioxys	Surirella amphioxys	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella angusta var. pinnata	Surirella angusta var. pinnata Meister, 1912	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Synedra acus var. radians	Synedra acus var. radians (Kützing) Hustedt, 1930	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Stephanodiscus astraea var. minutula	Stephanodiscus astraea var. minutula (Kützing) Grunow, 1882	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Cyclotella
Stephanodiscus astraea	Stephanodiscus astraea (Ehrenberg) Grunow, 1880	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Surirella asymmetrica	Surirella asymmetrica Østrup, 1918	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella biseriata var. bifrons	Surirella biseriata var. bifrons (Ehrenberg) Hustedt, 1911	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Synedra berolinensis	Synedra berolinensis	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Surirella biseriata f. amphioxys	Surirella biseriata f. amphioxys (W.Smith) Hustedt, 1911	FORM	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Iconella
Surirella bifrons	Surirella bifrons Jenner, 1845	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Stephanodiscus binderanus	Stephanodiscus binderanus (Kützing) Krieger, 1927	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Surirella birostrata	Surirella birostrata Mayer, 1916	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella biseriata	Surirella biseriata Brébisson, 1835	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella birostrata terato	Surirella birostrata Mayer, 1916	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella brebissonii var. kuetzingii	Surirella brebissonii var. kuetzingii Krammer & Lange-Bertalot, 1987	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Synedra bilunaris	Synedra bilunaris	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Surirella biseriata f. minor	Surirella biseriata f. minor Peragallo & Peragallo, 1899	FORM	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Staurosira binodis	Staurosira binodis Lange-Bertalot	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira
Staurosira binodis	Staurosira binodis Lange-Bertalot	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Staurosira
Stephanodiscus binderanus var. oestrupii	Stephanodiscus binderanus var. oestrupii (A.Cleve) A.Cleve	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Surirella brebissonii	Surirella brebissonii Krammer & Lange-Bertalot, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Surirella brightwellii	Surirella brightwellii W.Smith, 1853	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Stephanodiscus bramaputrae	Stephanodiscus bramaputrae Ehrenberg, 1854	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Staurosira berolinensis	Staurosira berolinensis (Lemmerm.) Lange-Bert.	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Surirella brebissonii terato	Surirella brebissonii Krammer & Lange-Bertalot, 1987	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Staurosira brevistriata	Staurosira brevistriata (Grunow) Grunow	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Surirella biseriata var. subparallela	Surirella biseriata f. subparallela Meister, 1912	FORM	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Schizostauron crucicula	Schizostauron crucicula G.S.West, 1907	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	-	-	Schizostauron
Synedra capitata	Synedra capitata	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Staurosira construens var. binodis	Staurosira construens var. binodis (Ehrenberg) P.B.Hamilton, 1992	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens f. binodis terato	Staurosira construens var. binodis (Ehrenberg) P.B.Hamilton, 1992	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Surirella celtica var. constricta	Surirella celtica var. constricta Leclercq, 1983	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Synedra capitellata var. cymbelloides	Synedra capitellata var. cymbelloides Grunow, 1881	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens	Staurosira construens Ehrenberg, 1843	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Synedra capitellata	Synedra capitellata Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens var. pumila	Staurosira construens var. pumila (Grunow) J.C.Kingston, 2000	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Surirella crumena	Surirella crumena Brébisson ex Kützing, 1849	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Synedra capitellata f. striis-distantioribus	Synedra capitellata Grunow, 1881	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens var. subsalina	Staurosira construens var. subsalina (Hustedt) N.A.Andresen, E.F.Stoermer & R.G.Kreiss, 2000	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens f. subsalina	Staurosira construens f. subsalina (Hustedt) Bukhtiyarova, 1995	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens terato	Staurosira construens Ehrenberg, 1843	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Stephanodiscus costatilimbus	Stephanodiscus costatilimbus H.Kobayasi & H.Kobayashi, 1986	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Staurosira construens var. venter	Staurosira construens var. venter (Ehrenberg) P.B.Hamilton, 1992	VARIETY	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Staurosira construens f. venter	Staurosira construens f. venter (Ehrenberg) Bukhtiyarova, 1995	FORM	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Fragilaria
Synedra delicatissima var. angustissima	Synedra delicatissima Schroter, 1896	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Surirella delicatissima	Surirella delicatissima	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
Stephanodiscus delicatus	Stephanodiscus delicatus S.I.Genkal, 1985	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Synedra delicatissima var. mesoleia	Synedra delicatissima Schroter, 1896	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Stephanodiscus minutus	Stephanodiscus minutus Grunow ex Cleve & Möller, 1879	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Synedra dorsiventralis	Synedra dorsiventralis Otto Müller, 1910	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Synedra
Synedrella parasitica	Synedrella parasitica (W.Smith) Round & N.I.Maidana, 2001	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira
Synedrella subconstricta	Synedrella subconstricta (Grunow) Round & Maidana, 2001	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Pseudostaurosira
Stephanodiscus dubius	Stephanodiscus dubius Skabichevskii, 1953	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Stephanodiscaceae	Stephanodiscus
Sellaphora bacillum	Sellaphora bacillum (Ehrenberg) D.G.Mann, 1989	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula
Sellaphora laevissima	Sellaphora laevissima (Kützing) Mereschkowsky.Gasse, 1986	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Sellaphoraceae	Sellaphora
Surirella elegans	Surirella elegans Ehrenberg	SPECIES	Chromista	Ochrophyta	Bacillariophyceae	Surirellales	Surirellaceae	Surirella
