Species	Genus	Family	Order	Class	Phylum	Subkingdom	Kingdom	Empire
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pseudostaurosira brevistriata	Staurosira	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pseudostaurosira brevistriata	Staurosira	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia cf. dissipata var. media	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia fonticola	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria mesolepta	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella lacrimula	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Diatoma vulgaris	Diatoma	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema truncatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema ventricosum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia paleacea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Amphora pediculus	Amphora	Catenulaceae	Thalassiophysales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Staurosira venter	Staurosira	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema ventricosum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cocconeis placentula	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Diatoma vulgaris	Diatoma	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Planothidium lanceolatum group2	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria acus	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema sp.	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella angusta	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora seminulum	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema saprophilum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia capitellata	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula tripunctata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Rhoicosphenia abbreviata	Rhoicosphenia	Rhoicospheniaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Diatoma vulgaris	Diatoma	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia amphibia	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Cocconeis pediculus	Cocconeis	Cocconeidaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula radiosa	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia arcus	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia perminuta	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonopsis microcephala	Encyonopsis	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria tenera	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Hannaea arcus	Hannaea	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia implicata	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema exilissimum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Stauroneis phoenicenteron	Stauroneis	Stauroneidaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Discostella woltereckii	Discostella	Skeletonemataceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pinnularia neomajor	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Neidium dubium	Neidium	Neidiaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema parvulum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella angusta	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia recta	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula trivialis	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Planothidium lanceolatum group1	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Stephanocyclus meneghinianus	Stephanocyclus	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Pinnularia sinistra	Pinnularia	Pinnulariaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia sigmoidea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Mayamaea permitis	Mayamaea	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria sp.	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptocephala	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia recta	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia cf. pusilla	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Reimeria sinuata	Reimeria	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fistulifera saprophila	Fistulifera	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella lacrimula	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula lanceolata	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Parlibellus protracta	Parlibellus	Berkeleyaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria cf. pararumpens	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia aff. fruticosa	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria pararumpens	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema cf. minutum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Eunotia bilunaris	Eunotia	Eunotiaceae	Eunotiales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia perminuta	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Hannaea arcus	Hannaea	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Psammothidium bioretii	Psammothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Surirella brebissonii var. kuetzingii	Surirella	Surirellaceae	Surirellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Encyonema silesiacum	Encyonema	Cymbellaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Meridion circulare	Meridion	Tabellariaceae	Tabellariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia cf. sublinearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria pararumpens	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Reimeria sinuata	Reimeria	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula cryptotenella	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Planothidium lanceolatum group2	Planothidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia dissipata var. media	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula gregaria	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia dissipata var. media	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula antonii	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema acuminatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Stephanodiscus hantzschii	Stephanodiscus	Stephanodiscaceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Ulnaria ulna	Ulnaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Conticribra weissflogii	Conticribra	Thalassiosiraceae	Thalassiosirales	Mediophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Melosira varians	Melosira	Melosiraceae	Melosirales	Coscinodiscophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Adlafia minuscula	Adlafia	Anomoeoneidaceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Sellaphora saugerresii	Sellaphora	Sellaphoraceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia linearis	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Gomphonema clavatum	Gomphonema	Gomphonemataceae	Cymbellales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Achnanthidium minutissimum	Achnanthidium	Achnanthidiaceae	Achnanthales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Fragilaria gracilis	Fragilaria	Fragilariaceae	Fragilariales	Fragilariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Navicula veneta	Navicula	Naviculaceae	Naviculales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
Nitzschia palea	Nitzschia	Bacillariaceae	Bacillariales	Bacillariophyceae	Bacillariophyta	Chromobiota	Chromista	Eukaryota
